Date / Period,Business Unit / Department,Revenue (Actual),Revenue (Budget / Forecast),Cost of Goods Sold (COGS),Gross Profit,Operating Expenses (OPEX),EBITDA,Net Income,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Balance,Accounts Receivable (AR),Accounts Payable (AP),Days Sales Outstanding (DSO),Days Payable Outstanding (DPO),Working Capital,Total Assets,Total Liabilities,Equity,Debt Outstanding,Debt-to-Equity Ratio,Current Ratio,Budget Variance (%),Year-over-Year Growth (%),Return on Equity (ROE),Return on Assets (ROA),Gross Margin %,Operating Margin %,EBITDA Margin %,Inventory Value,Inventory Turnover,Capital Expenditure (CapEx),Operational Expenditure (OpEx),Headcount,Cost per Employee,Sales Pipeline Value,Order Backlog
3/2/2019,HR,287467,83827,188398,251586,138556,192471,92505,160959,33311,23299,713968,115265,183487,72,57,296320,1033471,3557916,1200685,964043,1.43,3.02,-6.61,39.62,4.11,16.38,59.54,20.69,8.5,400723,4.96,114135,157311,3031,147046,444415,53705
7/12/2021,IT,188841,288189,159075,76313,68393,17126,84421,268701,237529,-19669,278215,141871,113283,15,31,90733,3772150,1451920,1815213,1392649,1.83,1.31,20.76,-18.05,-6.24,19.7,12.11,31.5,37.57,469581,8.5,28826,54349,4790,144185,258829,111207
4/4/2023,Finance,95091,184868,88238,175098,118021,37480,66697,129587,248107,11026,760942,128230,108335,62,38,23193,2251522,3487133,2177166,286780,1.03,1.66,24.88,22.86,2.21,-0.92,29.66,10.2,33.27,446108,4.28,10817,257307,3180,193888,163740,247740
5/18/2020,Operations,84116,476025,112978,294615,90892,105824,80941,80090,26856,83468,291454,186538,135800,30,17,57209,4878311,736008,2427087,378478,1.39,2.0,9.06,4.39,13.83,5.07,22.7,21.81,32.78,167284,1.97,151192,78840,3556,53118,234824,351257
11/2/2019,Sales,118635,508527,198299,254431,53031,79557,61176,149623,258755,3608,180489,141318,135204,17,35,90000,3146823,567513,189192,1071063,1.77,3.09,-22.19,11.94,16.4,15.57,16.03,28.87,16.95,133778,7.93,108229,75102,1315,65013,778937,128974
7/21/2022,Marketing,78266,105188,138145,298729,99826,47502,37436,291945,247350,84087,998551,124930,86538,102,54,138296,3860194,3666945,2651658,1727599,1.91,1.12,18.04,11.1,-2.72,13.19,31.27,26.25,5.03,355240,2.61,42983,192290,4613,57886,358183,176106
9/12/2018,Sales,109231,368094,74800,226245,31347,49387,117422,212168,45939,21242,197916,133663,77849,109,11,158132,1610832,3466619,1470817,821681,0.97,0.88,-2.37,46.21,10.86,10.58,33.55,25.23,16.26,27623,8.27,113607,116633,820,71396,236354,333145
3/2/2017,Operations,132995,387050,62053,131826,7994,90745,143016,278694,279422,35477,990771,56138,94917,11,77,206548,4283973,3234457,697728,1095120,2.1,3.12,14.32,2.01,-6.0,5.47,63.3,23.29,7.35,276327,5.12,199812,268678,3480,144998,532174,412546
1/24/2015,Sales,415002,231910,199223,108675,61692,185822,105503,280697,230741,77634,577324,166382,193392,27,43,289794,3468911,344246,892999,1569698,2.55,0.59,-14.24,47.85,6.09,6.53,39.49,27.9,37.18,351530,8.33,136280,158735,3142,81926,961651,231215
2/19/2017,Operations,285229,86222,53444,94634,20957,42265,18068,269042,180758,-28719,204728,157136,154047,41,62,251424,2704848,3805702,1672694,1182880,1.02,0.6,8.26,5.18,-5.11,16.72,75.4,41.71,35.78,337544,9.61,141057,115718,1640,152429,718121,387096
11/19/2016,Finance,166471,469084,20718,209241,143448,183109,33664,238719,279726,-38683,332529,19666,96361,46,13,30077,672465,1993280,1252625,1555324,2.67,2.05,16.4,47.47,8.2,-1.58,27.34,17.7,7.3,474029,9.73,49802,272788,3557,155771,56491,285036
11/23/2015,HR,162795,262157,113633,276802,79568,149171,70594,149571,268099,2286,306447,190121,74641,36,100,-27743,4881564,1703051,1999978,103677,1.9,2.53,-16.34,25.65,13.11,13.94,15.64,26.04,12.05,222600,1.51,148112,226764,677,97924,145781,283452
12/2/2024,Finance,498232,359828,183483,124681,72544,6767,45586,162691,171429,-8363,823312,116690,28231,76,15,-45746,1217422,458152,1467249,1943152,1.75,3.27,-13.36,42.87,-1.54,9.53,27.65,40.67,26.89,213100,9.88,74756,66700,4726,118793,137566,73257
3/9/2023,Sales,290822,548372,141621,20282,47097,68717,8037,358782,70840,22994,448927,19198,136519,109,81,261210,4433264,3286785,157206,1061431,2.26,3.39,13.83,48.48,9.93,-0.22,41.1,48.61,16.31,88679,3.62,31727,122951,2254,94703,18837,316448
3/21/2016,IT,359484,533848,69719,162254,52414,24424,99146,379221,275640,38548,458570,76642,99583,88,74,-14301,3153572,3389209,2517789,768946,0.52,0.7,25.53,15.71,3.21,4.33,64.29,24.24,27.37,184659,8.65,119899,76425,899,138624,744210,291991
7/13/2015,Marketing,81930,186457,41539,263678,38486,199747,77663,203989,37523,18058,373565,133005,83826,15,109,137111,2027121,3663316,1363689,699722,1.98,1.76,5.98,-1.24,14.44,14.37,79.01,25.86,35.09,319679,2.1,92939,199685,2525,90484,995187,455131
10/21/2019,IT,99850,223100,111024,295655,138015,114623,-16203,247641,102863,-11164,936419,192806,60933,34,118,155993,4215726,2344536,2482553,809830,1.6,1.07,-18.37,-18.98,-2.85,0.56,53.29,13.04,7.85,87181,7.56,150063,92074,3161,51887,191932,427135
9/5/2022,IT,204364,270304,116424,299524,123172,164566,112684,196478,192189,-12584,839168,183657,138975,119,32,-41997,2950108,553665,2100683,737697,0.93,1.06,22.91,29.14,-6.88,-4.99,61.34,25.36,18.46,11905,8.74,114873,53893,2137,153117,974118,122428
2/2/2022,Marketing,442175,145771,75079,138792,14340,155068,93910,208341,189488,3567,980531,193014,194803,117,49,162362,1897134,2675077,245617,1850977,2.86,2.73,-7.61,-10.54,-9.43,9.57,26.93,42.74,34.88,490158,8.41,29049,121923,1210,115080,950044,481935
8/23/2020,Finance,155296,304752,70574,253086,134253,116089,126826,313377,143478,47136,582401,98924,94154,13,24,50051,3405732,231808,1113739,1106732,1.07,3.09,-11.02,6.56,22.87,19.82,53.67,18.83,18.65,135758,6.14,122993,12446,3871,118624,987461,222905
8/29/2024,IT,177511,489815,171045,42232,100502,82888,60504,353097,238340,-5842,729167,194257,129023,74,98,160398,174300,1332228,2374666,1556042,0.34,3.44,19.47,32.78,14.33,2.86,73.8,29.78,37.47,101101,2.93,158252,288984,3778,98789,100011,183212
9/8/2021,Sales,64518,149294,94564,144845,26040,80618,66518,41245,67758,94105,650051,87678,76231,85,82,255496,719355,307287,536504,648186,1.46,1.54,-29.59,21.73,4.69,5.56,61.36,44.75,11.21,237232,5.28,81622,252741,880,127809,537239,302126
6/17/2016,HR,361591,528185,181658,31903,8415,141271,51889,318392,87347,62754,13395,169909,159923,96,15,35720,2140418,2334035,1145524,336380,2.05,2.03,22.61,34.39,18.54,5.65,22.9,26.07,19.98,20506,3.27,62013,230834,899,64491,172844,314431
8/9/2023,Finance,322566,382105,171230,203254,9972,159708,39458,275792,214034,33315,854585,160148,150978,21,93,166159,2813580,3163529,2555687,1498203,1.05,0.75,-29.97,24.55,15.91,17.97,44.09,33.27,7.57,35754,4.13,183044,146421,4376,183978,416217,179011
3/20/2017,Marketing,316732,83037,23641,195447,59083,116256,44796,41114,27135,99256,813085,101718,88438,56,86,269654,4784204,1199874,1372331,595137,1.19,1.31,-16.77,36.42,-7.91,-3.39,55.0,5.82,32.62,105763,9.79,64323,32937,1136,178227,315913,342721
9/28/2015,Operations,402748,528470,88801,177875,49695,23257,85491,129309,94459,89489,588599,127815,184681,115,97,206891,2330722,1459315,1068959,926865,0.82,0.7,26.69,29.3,-6.19,15.69,63.03,37.87,20.13,249912,9.97,70200,135500,2446,69578,828640,477521
12/30/2022,Marketing,471680,148545,49671,148972,53588,198864,127877,322443,28591,27275,629397,95363,163393,80,105,173953,991219,3854310,2290399,157744,2.18,1.48,-19.64,-14.69,22.34,15.63,35.4,6.25,29.31,264691,4.08,26205,11085,822,158577,857113,484441
3/26/2020,Finance,345284,510622,23366,54181,128113,98435,136961,65695,130960,48109,246723,34738,107721,44,14,73551,348432,807825,498080,1612186,2.4,1.8,-15.37,9.74,11.54,16.68,38.64,38.15,26.31,342201,5.39,71320,217222,2150,141363,363392,432151
5/13/2021,IT,449384,267659,147965,24158,112064,115530,105751,273161,33064,33704,277778,193707,140288,111,15,24282,1046614,3469482,1442783,1656053,1.69,3.12,-25.63,30.52,20.28,16.51,67.78,16.02,15.54,479647,6.35,48166,51936,516,30012,792648,421878
2/14/2020,Finance,351429,456032,99211,17467,46932,61528,47563,209317,289793,96778,726121,150468,193033,118,59,9764,4443534,1993776,253842,292659,1.32,1.74,-8.9,-9.21,11.72,8.84,71.22,43.37,12.51,120040,6.65,37564,80454,769,28667,272846,39263
7/30/2023,Operations,252921,503510,59395,196223,56119,97638,90108,294593,233228,65676,368165,184742,184248,94,74,105692,1680303,1639574,565158,926680,0.31,2.19,1.3,22.13,16.12,14.73,20.43,37.35,37.44,321716,9.2,35990,187257,2590,108260,376640,301122
2/23/2021,Finance,325488,363731,121378,179994,91057,39539,101994,380672,249314,52628,752657,99371,71926,25,26,278780,1166669,1904498,2399224,1101244,1.93,0.94,23.83,3.72,23.11,2.02,23.81,17.04,5.7,268313,3.63,65880,220242,3521,113327,513077,246655
6/21/2015,Sales,64440,137496,101955,117131,13729,185947,20263,227136,121853,37602,156633,195360,15655,87,32,36926,3616247,533284,1005616,442841,0.96,1.49,6.54,38.57,4.61,17.98,24.06,19.3,33.09,309192,8.15,124782,119489,1065,46249,344828,181993
7/25/2016,Sales,355963,388892,158910,37490,143587,188788,113883,363429,257193,61396,908700,19434,143697,62,66,287314,1261723,475832,1571828,1601275,1.04,3.2,-15.88,43.07,-2.02,17.67,61.26,48.8,33.68,394387,6.14,30138,154711,4584,185202,353041,68718
5/11/2019,HR,424921,318793,124737,168752,145949,186576,50028,166779,113706,12190,41281,192230,46964,78,85,222698,4348630,2885327,1704194,1520174,0.37,3.09,22.7,35.38,17.49,7.52,66.92,10.28,9.53,444857,5.39,119230,42676,2673,33992,818367,119992
9/3/2019,HR,129936,530147,116645,193399,133494,54990,107323,265279,124337,77036,807208,175558,134104,24,93,145575,4015458,3182005,652421,273616,0.9,2.58,-7.08,42.56,13.0,15.11,11.91,24.16,9.84,351552,3.63,58978,113057,1442,43293,649474,162672
4/3/2021,HR,336637,354656,154927,278186,43112,93220,48786,374488,114368,-20667,671465,11158,134015,11,98,263224,244805,3591938,1946910,449548,1.19,3.36,-14.29,-2.73,21.0,-2.24,46.97,9.32,26.36,456955,1.13,152091,191024,1516,188974,894802,202803
4/25/2016,Operations,319183,96667,130104,48852,148838,36333,65796,140842,187760,-9423,246197,66326,25455,107,49,114316,4997632,3071227,2221696,1260228,2.07,1.42,1.91,26.79,22.2,-1.63,58.15,22.55,29.46,233678,9.47,56077,158397,1562,83424,608673,238692
9/4/2015,Operations,244982,506544,148947,149454,75478,130771,147549,201645,143226,28572,301310,100495,68562,47,75,254232,498719,1765852,880509,341105,0.76,0.74,-24.19,41.86,15.67,7.57,52.62,10.79,15.28,77677,4.63,58662,234875,4258,71416,999954,280264
5/31/2019,Sales,315067,357569,24715,15301,142872,152952,52849,360077,240227,23624,911135,192258,177778,81,88,82542,3931195,3639149,2867172,1281954,1.64,1.31,-3.89,28.59,19.28,-4.57,22.7,27.86,5.67,164995,1.03,92245,278898,3490,177460,641983,66427
1/23/2021,Marketing,108700,109092,49409,238662,103507,58406,125602,189572,249718,31609,660153,9715,9421,108,87,196907,1503950,968237,2932480,560362,2.05,3.06,12.73,34.83,0.57,4.51,56.16,10.47,7.37,465676,1.66,75472,99821,2120,28964,244514,394383
1/2/2022,Sales,398981,450657,47805,87628,28575,167363,-18216,106109,178641,-48050,555027,7503,13896,58,106,-8711,3089019,302816,1020649,1726434,2.4,1.93,19.16,13.18,16.56,2.52,26.08,36.3,13.86,227877,2.25,133056,276181,790,82566,489889,175070
3/28/2015,HR,233259,174473,194555,93423,105111,84387,106458,138250,283546,-18362,901213,31247,131088,29,80,25359,2400423,1692301,2127920,1699077,0.27,2.4,-9.05,44.07,3.72,-0.82,34.5,26.4,11.16,355241,3.14,51471,83636,3682,105177,942298,372857
2/6/2024,Operations,299610,105965,100718,124802,84196,96186,71249,237457,154120,66920,257959,148351,43828,34,24,205316,2761608,946475,363755,939656,2.89,2.15,25.41,28.8,10.39,6.1,31.77,38.02,8.21,227885,6.45,69516,197883,3827,95183,434156,315565
6/30/2020,Operations,89158,419832,181205,131819,72285,71578,1776,252933,269849,85194,169112,128805,126415,70,91,160359,4348833,2999015,2125521,226229,0.67,1.07,22.87,33.68,16.99,1.91,39.57,12.58,31.77,168796,2.93,138318,84482,4784,141677,816828,98444
5/6/2022,Marketing,399344,389391,139228,36409,27171,83600,115101,80198,39178,45593,942073,167605,52408,77,73,-57905,4785758,1389305,1437465,830643,1.35,1.56,5.12,15.12,13.98,11.55,10.75,40.97,9.01,81272,6.41,36072,232027,2037,38238,515003,96139
10/31/2016,HR,163183,309067,144895,169161,115023,171206,87446,391637,203050,94236,653698,115729,199773,33,82,-49745,2640229,3072699,2997229,737448,2.75,1.42,20.72,9.79,-9.87,7.37,42.6,23.05,34.97,288836,3.69,23764,155215,4711,109883,850852,37278
2/28/2016,Finance,223364,315019,133282,187274,106784,138815,66667,316426,252503,-28037,292805,175762,149461,73,46,280532,3091260,1069357,1793685,1529024,2.23,1.71,2.74,39.18,7.17,1.08,55.89,26.14,29.63,363536,8.09,41618,250155,2830,125001,40917,160332
11/25/2022,Finance,366145,142057,191206,227894,106494,140360,50978,160214,219052,-36569,279855,116332,101580,51,36,266334,2742595,2956024,250337,1357020,0.63,3.47,12.59,9.51,18.92,9.42,28.71,19.05,7.79,100561,2.24,151891,140942,2304,126868,105168,325190
3/14/2017,IT,341407,184948,37249,248591,44144,23417,-14839,289508,295062,33220,161725,187011,9786,86,57,211574,280129,1078609,2149567,691366,0.78,2.17,20.12,-19.79,22.01,15.95,45.27,24.16,21.18,369049,4.46,113328,202742,2411,102204,283603,159820
1/30/2016,Sales,315105,518674,59556,110590,26586,146223,-13897,232155,63013,81099,665480,99441,146332,54,17,-86740,4340695,1072565,2818500,1627014,2.98,2.13,-19.29,1.75,19.16,7.37,16.88,20.83,6.49,172342,3.06,24305,232596,1098,22322,761327,209550
12/28/2023,Sales,405973,496611,189604,214844,61496,56577,39572,215163,49683,13068,303364,45116,47523,17,93,287628,198911,170176,274179,688235,2.89,2.28,16.02,29.19,1.28,-1.76,23.31,6.61,6.33,87577,5.11,127757,32195,1618,191327,37312,91138
3/19/2017,HR,161862,285140,124665,220133,62570,177051,10016,357928,119375,68621,175741,135454,160154,78,63,99265,333940,294952,762342,1197130,1.42,1.9,-7.97,10.29,-6.37,7.39,65.14,30.74,27.7,302240,3.31,87775,152046,3001,182076,573491,86845
10/23/2020,Operations,330372,424038,54941,254862,22116,180069,53667,373479,104783,14044,692833,48761,15736,86,31,85956,755930,1707043,2171027,302633,1.52,1.04,-26.5,39.85,20.07,1.19,28.05,20.07,26.52,281354,6.3,51689,120155,4683,101603,437567,155348
1/22/2018,HR,84318,368451,137284,100219,110936,72828,123074,202953,211349,84995,283457,36839,123176,119,48,37503,265259,3747196,1723613,548687,0.58,0.55,-6.15,43.81,3.61,14.15,76.4,26.27,10.58,496100,4.82,194846,41375,2642,168293,482348,414673
7/27/2022,HR,409300,449317,29531,293398,42499,155249,49957,189977,287557,-28350,25912,22249,124789,100,39,-73632,976711,2031684,334900,125293,0.6,1.21,24.45,39.41,19.43,-2.12,63.46,40.84,13.47,187883,5.66,110264,232349,2075,91694,484629,107875
8/25/2018,HR,380996,407062,153905,20836,143198,57019,109203,102627,77711,35870,50339,78951,171824,111,91,-80246,1417372,3470738,1457936,1938507,0.3,1.5,-6.21,16.62,-5.85,3.22,28.39,34.33,37.58,257468,8.62,137694,208561,3437,78624,484518,352605
9/11/2021,Operations,396247,129642,147834,266889,22820,152666,26337,131581,181624,-18598,688690,19477,86836,28,113,-77537,3807010,2169506,1225005,75751,1.48,2.58,-11.63,38.33,-9.68,15.89,62.63,38.36,36.23,245002,2.34,56019,106075,4336,119536,498671,239160
6/5/2021,IT,182800,319636,151190,185701,128077,80206,65940,96464,234412,22454,495719,12159,80468,56,119,220654,1054218,962148,1542921,359923,2.68,1.5,-3.1,38.77,20.99,10.77,53.56,18.73,17.89,93489,2.81,41386,114780,3202,56839,134847,276944
4/14/2015,Sales,473314,241810,106461,80965,83449,162991,127950,397950,141494,-14329,709505,107894,195193,96,52,246333,1425523,2304445,1819813,981595,2.78,2.32,-26.34,18.84,20.93,-3.1,74.2,14.85,12.33,93628,9.16,68827,110157,687,115429,884545,457682
6/11/2019,IT,329893,149018,194311,251858,57003,90516,111082,100091,54315,-44080,969385,79552,113976,108,111,293899,281717,2593193,1601101,951911,0.36,2.59,21.87,44.85,-6.62,0.92,79.61,31.81,6.93,269012,3.16,154734,182049,1569,61131,23664,348774
11/10/2015,Sales,234653,442158,100865,284316,62079,90286,-3456,105271,213345,-47614,328566,38377,163328,86,67,-79084,1676053,576747,1612713,226622,2.04,2.42,-7.37,-17.3,3.78,3.31,34.46,26.99,24.72,491842,5.15,93872,129756,3189,82065,21655,444318
11/16/2020,IT,207853,440208,30406,163918,36456,146613,58603,259413,44706,-21806,92996,78822,19148,89,17,-15851,916960,941360,1747934,1320620,1.03,2.43,-8.16,26.11,18.8,19.34,40.96,15.11,37.04,39307,4.93,142474,252476,1560,40178,224023,343923
8/18/2015,Sales,166164,251097,185950,215217,44257,35187,95936,284779,168584,-36056,895632,169167,126279,88,19,282681,948006,3521473,2255943,1909077,2.92,1.03,-15.23,0.56,-9.17,16.21,32.5,46.88,9.89,355469,1.35,98114,261741,4422,39979,906259,409949
5/2/2016,HR,334676,547849,191217,191326,30087,168870,96288,171310,114629,30143,58745,109900,10851,89,10,272604,290854,2875531,2030997,888766,1.73,1.08,23.31,25.0,2.01,7.31,48.04,6.78,14.55,322464,3.97,94127,284727,1923,138447,45715,275611
1/14/2022,HR,204410,388076,142878,48590,74890,104160,-10962,167155,25756,-8826,118773,53621,89400,10,65,61532,2563235,1153445,1533484,1080943,1.26,0.74,12.31,26.92,18.19,14.65,65.04,7.39,30.36,47987,1.02,149028,272080,1326,187178,28862,401731
5/8/2024,Sales,65036,515446,175385,75504,144103,29445,126966,285492,278039,55017,708738,181543,87827,34,43,177666,4608513,2850974,1893543,1378714,2.63,2.38,-0.52,28.02,15.44,5.03,33.26,29.22,11.84,237586,8.1,61069,247672,3764,195191,995205,21793
2/18/2016,Operations,432481,70498,56107,67814,130059,51815,136833,147610,202693,52657,327596,43813,27896,102,16,169847,4817213,2548334,2400755,1014684,2.84,1.92,25.18,-13.21,22.59,-3.59,33.6,29.61,28.18,102341,4.13,66671,88933,2251,51272,782753,211788
5/29/2020,Marketing,156659,154572,198373,169781,30642,176082,5027,372745,52074,21391,495287,64164,44594,62,30,-32811,2158104,1943544,767653,861740,2.65,1.68,5.0,41.55,14.65,15.83,57.52,34.65,13.0,471004,3.74,61369,31861,807,168507,916020,142351
5/16/2019,Sales,447577,348086,49336,134613,10710,107915,87387,181304,262855,73768,598327,48724,149074,74,22,-59917,903757,1117196,1639162,824821,1.4,1.45,-21.31,-4.98,12.33,-2.99,51.83,22.2,33.05,446828,4.14,78750,72458,3650,188257,486225,236027
2/7/2018,IT,467376,254004,25135,133420,60968,42305,72170,393666,206718,-40699,674432,43290,44553,99,82,68897,156644,1442234,615377,150104,2.48,0.93,-2.13,15.57,8.46,16.62,71.68,46.97,11.21,241729,1.18,64488,24335,4336,83897,714559,290148
1/9/2023,Finance,191487,210180,157548,99118,71660,183952,37040,355344,112233,30629,804695,169556,173213,26,102,216838,1138767,686137,2776334,405453,2.62,3.07,-6.57,36.37,5.62,14.97,23.66,20.09,8.91,190208,5.85,161257,294668,3338,59358,475462,400183
11/28/2019,Operations,417566,248366,124807,85798,135926,73533,-8209,102417,219519,17693,313593,73227,114444,11,21,4102,675266,706533,894312,1200546,2.07,2.65,0.11,29.96,-6.24,17.67,24.47,33.73,18.0,410714,1.78,88758,273310,1922,77191,360520,382714
3/1/2019,Sales,158200,286531,141110,71515,45100,157063,-12387,215853,262169,-20794,164438,71580,29317,116,34,86661,518000,122543,381463,1898933,2.0,1.7,-20.0,-14.5,2.7,-0.35,14.88,41.84,9.78,422571,2.28,181890,193820,2569,58618,937760,90009
7/3/2022,Finance,165156,231504,58362,22528,18659,139301,106587,312998,83035,11024,412567,152593,9765,12,16,91866,4359865,1618913,304776,786491,0.83,3.0,22.48,16.28,8.7,7.42,32.57,8.82,37.63,467386,3.18,48695,47355,4276,157855,997966,39459
2/17/2023,IT,85200,462762,184798,16572,70964,64193,126113,91347,91539,98826,745616,32293,152454,92,36,115316,2369643,1058467,704971,1240663,1.17,3.45,6.99,-6.28,13.1,18.97,29.96,11.94,6.68,476125,8.18,107655,42712,4261,144259,543096,415327
7/1/2019,IT,429637,527976,42046,37645,142759,97587,47269,399543,84284,28559,955824,193860,141601,89,68,31262,1412583,3383701,2023743,40735,1.75,2.17,13.0,4.6,12.05,-3.39,32.78,27.48,37.44,254615,8.8,103798,261447,4119,54246,161264,341677
1/28/2017,HR,138105,189772,172665,50272,143802,13637,75425,166490,99827,-40748,275102,74211,181382,52,36,138564,1739735,3716541,2641263,491579,2.21,1.68,-5.6,-3.88,4.55,-1.08,76.0,38.85,32.13,292508,1.56,125290,292644,2268,51670,559197,130290
9/28/2020,Marketing,102731,494808,81778,121145,29746,105531,1356,259875,160158,-34744,141597,45742,46176,80,116,168464,2467554,2897867,850352,1826687,0.51,0.93,-1.45,48.51,17.12,6.3,61.38,47.47,28.67,350320,1.65,160542,273860,3942,135861,366767,71839
5/4/2017,Operations,204128,342024,69600,62120,29307,151901,-8708,125325,115798,12962,783733,117178,90152,11,22,23077,2403340,777828,1484619,1316536,1.58,1.94,24.85,-19.94,-9.77,6.51,52.93,37.43,15.32,57015,9.39,124290,260050,240,45838,883117,316087
10/4/2018,Marketing,461900,306542,46090,123040,59640,183892,8762,223255,288628,-33595,792326,85693,136216,23,22,-33591,2261649,993045,2609150,228209,2.36,0.65,15.3,18.15,14.18,8.12,65.34,49.18,37.06,244091,1.03,13436,103577,549,98215,17733,441823
4/25/2023,IT,202275,60642,74976,103336,108972,143062,18137,345953,32773,2951,113898,118319,7548,102,55,223214,1882519,2629843,2724908,1299419,1.75,3.16,6.7,44.79,2.81,1.0,31.04,24.06,36.43,345276,5.49,104696,122931,4315,111202,99098,189408
