Date / Period,Business Unit / Department,Revenue (Actual),Revenue (Budget / Forecast),Cost of Goods Sold (COGS),Gross Profit,Operating Expenses (OPEX),EBITDA,Net Income,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Balance,Accounts Receivable (AR),Accounts Payable (AP),Days Sales Outstanding (DSO),Days Payable Outstanding (DPO),Working Capital,Total Assets,Total Liabilities,Equity,Debt Outstanding,Debt-to-Equity Ratio,Current Ratio,Budget Variance (%),Year-over-Year Growth (%),Return on Equity (ROE),Return on Assets (ROA),Gross Margin %,Operating Margin %,EBITDA Margin %,Inventory Value,Inventory Turnover,Capital Expenditure (CapEx),Operational Expenditure (OpEx),Headcount,Cost per Employee,Sales Pipeline Value,Order Backlog
2023-07-19,HR,288647,70248,165172,120948,40191,63846,57449,135369,288091,-25946,920206,171229,194397,12,92,-61679,4012068,1494782,1041819,1287718,0.12,0.98,7.57,-16.31,9.84,5.33,59.96,10.89,9.26,114599,2.59,153724,68229,2553,34935,220480,314937
2023-07-20,HR,180921,67597,115220,277828,50414,42724,55975,379907,284784,54633,212761,18738,79876,89,97,100192,3609728,2373366,1743762,348811,2.68,1.04,4.64,-18.29,16.49,19.34,30.4,31.79,32.81,410878,3.96,127231,227909,673,85896,564623,295002
2023-07-21,HR,234617,333760,63154,135191,109134,125476,-16501,98540,184316,11016,307902,52750,123429,46,90,-82664,3431310,557002,2881889,753572,1.59,3.2,15.29,45.58,24.11,17.66,15.84,21.46,31.46,153714,5.58,31335,70827,166,79703,640676,149379
2023-07-22,HR,352219,210157,143510,84432,80906,91168,128085,357468,54258,-29829,540001,72539,48359,93,110,281614,2092362,1424396,2687672,891829,2.84,2.51,10.93,22.95,14.57,2.51,19.8,34.26,26.92,359743,8.56,8870,135485,4312,188522,834282,449670
2023-07-23,HR,407411,126870,120983,25969,10203,151625,-14367,39514,259146,41000,398816,18602,123176,22,10,91526,287887,3028898,2325620,826368,1.68,3.18,10.64,12.63,4.68,13.32,78.09,30.14,34.31,416950,9.13,156510,234070,508,193217,204497,56906
2023-07-24,HR,169049,256622,173727,80774,34403,105845,-5134,84908,98050,29888,912533,168139,6000,106,14,61828,3206367,3566835,1341489,747107,1.51,2.04,-4.58,42.76,-0.49,15.99,23.83,13.99,14.51,233668,2.55,28828,196672,2327,80114,521295,113660
2023-07-25,HR,270150,502827,81132,117437,15405,90195,29834,395451,130412,40256,445002,78115,10830,68,95,47166,2292655,2893409,2773730,1363475,0.38,1.28,0.22,33.95,24.2,14.54,27.76,12.1,24.51,471823,5.78,63959,70059,4656,126435,79516,457007
2023-07-26,HR,200737,233911,119884,36142,76138,25912,2429,96275,149598,-10644,228960,164425,176484,77,95,106873,3564289,2735059,2441153,668568,0.32,0.73,24.13,2.37,3.9,-1.4,47.28,9.42,27.62,200954,3.88,197034,259228,1576,198351,987119,481207
2023-07-27,HR,440549,175477,70943,17361,74571,63537,-12905,295787,223001,80550,919738,195847,110899,85,82,53873,2858978,3772627,2968383,1518057,0.82,0.74,3.22,8.09,3.55,11.98,23.41,45.74,12.24,151350,6.76,71390,131784,3660,24698,151295,58644
2023-07-28,HR,428678,529784,94786,88092,33079,125395,39834,271135,297184,-1337,984999,129795,96019,40,114,182266,2522044,2769527,1227507,230062,0.82,1.95,15.5,32.1,21.54,8.63,11.56,28.03,19.96,20812,1.17,146788,146889,4797,73164,296072,120609
2023-07-29,HR,114152,536652,169480,94604,67162,154995,81450,57405,214233,-10656,449972,197626,169072,42,48,8797,221255,505809,899082,1639143,1.33,1.48,-5.57,31.99,6.57,16.03,79.7,15.43,32.54,55726,6.33,121772,173734,366,69716,721677,18731
2023-07-30,HR,76329,101135,27682,275772,121434,152691,39792,280148,265912,70427,210577,194543,39697,68,86,-84739,4620138,1879954,2847093,1761379,2.73,1.06,10.67,49.92,15.44,9.88,73.26,43.21,21.63,151412,9.98,37030,126496,2978,147447,908757,282251
2023-07-31,HR,59054,62842,81971,90506,129849,194605,91083,365237,29504,34127,10372,27621,32327,90,82,158086,2629791,3572939,1560879,692813,1.02,3.06,-10.62,-6.79,-5.2,18.15,46.96,9.37,26.17,271639,9.43,176882,74374,3107,66524,338128,48495
2023-08-01,HR,361240,253755,50019,283579,102921,155436,117466,314732,277326,-47645,862480,153526,144546,93,104,124617,2996073,1519328,2773401,979634,2.91,0.98,-28.05,34.13,10.25,-3.74,26.18,36.31,32.35,144820,3.55,12207,87988,2421,95474,753306,402404
2023-08-02,HR,343863,256186,121223,36146,82223,119826,117284,251406,225500,54313,309543,108729,53915,63,74,68038,103150,607117,657456,831521,2.55,1.99,26.92,28.64,16.57,10.46,42.97,6.23,10.2,306305,9.3,56113,234412,3229,163316,650979,236991
2023-08-03,HR,142563,361601,138927,56314,99324,85804,94839,250967,255924,-19884,453228,183697,8458,46,113,159067,4828537,3729437,2533025,284354,0.52,0.79,-5.31,33.97,11.42,5.0,73.32,31.6,22.42,452021,5.87,25619,87916,3798,184292,836062,232894
2023-08-04,HR,70189,325420,144928,282001,105765,171055,104824,75831,192617,49998,770413,184322,163913,91,62,254031,351585,848213,1678529,498798,0.6,2.1,2.42,-2.95,8.41,12.81,46.54,40.84,11.63,323409,4.27,172581,75372,2620,21580,974182,315413
2023-08-05,HR,134979,159608,95052,146859,32658,193993,99627,165548,177411,35047,527226,33102,52650,48,82,248482,3699115,1636631,1345800,1354497,0.78,3.12,29.08,14.59,-7.25,-4.62,21.86,17.57,7.39,284477,8.52,197118,116407,2874,196728,270295,214732
2023-08-06,HR,124717,213005,158578,215981,96315,115300,-436,286468,275887,44762,139048,28461,103241,72,75,125554,1697882,1055819,2029746,1208731,2.24,1.98,-4.84,16.64,-3.39,-1.91,59.24,30.18,20.22,191432,2.44,18460,157906,181,105235,888301,94446
2023-08-07,HR,236881,252894,98641,179798,51710,8137,47899,344851,222087,63093,820368,68591,74609,15,50,263855,3062393,3487282,149180,1942583,0.31,1.04,27.88,32.99,-1.61,7.1,44.93,17.24,26.73,264078,4.04,176636,117813,1849,28998,685720,332229
2023-08-08,HR,290430,382567,126221,293293,30958,133212,110675,209787,290323,78373,774990,62691,87876,93,30,24388,267869,2214054,1941928,1324197,2.01,1.8,11.52,32.72,10.96,-3.5,16.36,12.58,30.55,477343,3.06,24104,118017,1252,56002,505771,390005
2023-08-09,HR,413134,410266,109229,147991,41950,56735,78678,317467,118111,24109,744155,106548,174712,25,14,259113,2830370,2387246,1096976,772060,0.18,1.37,-15.12,49.28,13.86,0.94,26.3,40.79,39.36,173380,6.97,14956,172255,240,120886,472289,311420
2023-08-10,HR,285594,68938,73139,164021,121114,13461,35840,176213,50071,35091,63341,77223,96921,28,46,-5275,4013173,1885110,314537,334077,2.09,1.09,14.76,0.0,11.15,13.67,60.31,28.7,36.55,322043,6.15,124811,200414,4020,132140,959878,347910
2023-08-11,HR,416785,434280,27410,217653,137660,110719,80751,364026,32875,56632,864631,78642,192196,22,42,289482,503218,3846742,1020132,1784647,1.99,3.15,-10.07,30.23,9.29,7.66,26.02,24.77,21.44,324622,3.23,179886,147049,2139,65896,360841,90234
2023-08-12,HR,145295,510492,22298,232558,103483,114743,16479,367023,92316,-33863,27695,118103,58976,19,46,259546,2288587,2684535,1406042,1844315,0.74,3.17,8.59,10.09,0.91,9.04,51.52,28.53,25.07,482608,2.45,177694,192308,867,25485,644607,158522
2023-08-13,HR,461256,272844,93162,54548,76874,48610,61915,379144,37182,66096,902335,13249,130503,78,30,-44946,3170718,312320,686538,1856226,1.56,2.76,-16.2,16.88,-8.82,1.21,44.28,34.23,27.07,12949,1.09,82638,12902,4357,140170,316869,383158
2023-08-14,HR,470232,542248,54708,98116,144727,10100,49099,305656,115611,-43837,219927,53541,125899,29,31,258041,257882,3325881,1838443,1550176,1.43,0.86,1.08,44.17,-4.68,18.94,50.96,37.8,15.1,495881,8.01,189087,158943,1934,29039,163799,279570
2023-08-15,HR,445808,183466,27786,194033,125122,110518,10721,45345,298566,76447,494251,146947,65370,53,41,-97049,4012096,2026096,2942690,1749846,2.85,0.9,14.74,22.81,19.37,-1.53,25.53,28.06,36.1,234498,6.34,20720,180683,3951,161127,62328,423558
2023-08-16,HR,306034,230947,72787,178608,81100,190976,77532,127828,52649,7198,856125,190227,126131,17,100,-56024,2445760,1451438,1700171,1658338,1.23,2.55,10.11,-8.82,24.39,19.63,45.74,31.58,18.15,388304,1.89,56657,118690,3826,60195,54942,370201
2023-08-17,HR,271038,541264,26365,293827,83918,147196,39173,79080,251924,54837,140275,164291,165614,62,40,40315,1790593,3134570,2455966,1049391,2.87,2.52,21.02,17.1,8.19,5.37,24.83,23.02,25.0,281701,1.32,62198,48319,1364,21239,451031,225599
2023-08-18,HR,199343,62470,80327,116542,110487,172587,114072,188299,139011,96896,158451,184732,129271,23,16,148416,420714,2128491,2374987,1129800,1.4,3.01,13.98,45.95,1.01,12.16,63.26,46.1,34.54,330273,8.37,139146,172940,2060,45433,648222,328372
2023-08-19,HR,87514,344413,32210,67170,48408,95780,56340,113253,236732,82712,874645,126859,124617,51,61,124490,3874875,2677777,1132945,366338,1.14,3.0,12.09,35.36,4.03,9.24,45.59,49.69,35.62,250634,3.5,113649,150921,3071,98417,536679,466389
2023-08-20,HR,134902,323352,32206,234508,93993,195321,8374,258864,164596,17102,806860,26684,63852,93,115,29723,591720,1991875,1067416,1222734,1.32,1.52,-24.89,-13.28,-6.03,0.42,62.98,42.88,31.81,217716,3.71,184634,189200,2469,45810,575049,167928
2023-08-21,HR,66894,197421,113119,140743,143032,120685,82201,327607,111982,71941,143428,33750,64501,114,54,214918,4738329,2096884,380200,440025,0.52,3.01,-26.27,14.93,8.5,9.68,24.71,31.51,16.4,83963,8.33,192602,74390,4408,41955,794500,62639
2023-08-22,HR,117042,88014,39223,285766,119785,190940,113199,342240,61345,57499,654787,178990,98738,113,87,157076,1664638,2229431,246026,21265,0.99,2.82,-13.03,32.71,-6.41,-1.36,71.87,21.24,33.29,432938,7.57,47973,58853,1218,88357,824585,52917
2023-08-23,HR,470667,512237,181719,109292,73688,181303,44381,163897,106903,18683,886027,133042,118154,65,72,5689,787290,3004379,626954,1241198,0.46,0.65,-15.51,9.25,13.9,7.49,46.09,5.49,15.65,269011,3.59,130553,284968,3837,92793,413421,101799
2023-08-24,HR,222745,409048,187962,294325,116523,160818,83361,237459,66231,38777,475488,168221,57192,42,85,251804,1197790,64829,1391316,1222636,1.18,1.47,-20.78,29.4,-4.37,6.74,11.14,10.49,20.58,454264,4.29,15348,20109,4020,54346,124384,302174
2023-08-25,HR,215622,298858,55801,121850,7334,194921,4559,104358,77652,14099,49866,189377,38740,109,34,46876,394714,3548564,2014326,1917076,0.99,2.65,13.31,35.99,5.51,13.89,32.08,18.06,32.58,30791,9.35,106520,232527,2937,178897,420480,492693
2023-08-26,HR,320259,248944,179057,206542,128455,48095,106164,335359,80983,97211,318592,98013,66806,74,46,148212,3114215,1139921,2082528,1652330,0.37,2.32,15.42,20.87,22.86,10.33,70.76,31.53,30.92,72356,8.94,25879,221961,111,32141,536642,336411
2023-08-27,HR,97123,303204,75522,132772,119500,135359,32902,105671,84274,-45296,512190,91948,33103,57,30,65204,1281580,809013,189045,98999,2.9,2.78,-25.86,39.34,4.43,13.78,44.08,28.55,13.07,498353,1.63,10432,87420,4211,63254,882310,385251
2023-08-28,HR,215004,139756,39915,245475,101476,191028,46377,196496,213622,17989,614811,36280,166379,50,77,45919,2962859,3116459,2867923,521258,2.08,2.11,-26.11,5.4,13.28,13.71,60.64,15.37,14.33,30965,7.45,63789,276304,2245,163592,940688,184248
2023-08-29,HR,351886,297476,37808,11265,67840,51658,93148,221917,125770,24910,464514,162221,100664,100,85,58265,3035267,1743133,2715716,51667,1.12,1.97,16.19,-9.71,10.26,5.81,34.26,49.59,24.17,327451,9.33,126859,82374,757,191497,529321,36723
2023-08-30,HR,292648,413978,21193,206445,81573,131342,46980,284554,166776,-13353,333917,104388,194735,91,90,227286,3692390,2559570,1710775,357973,2.19,1.85,29.26,12.83,10.35,3.66,45.4,9.6,7.78,488931,8.57,89467,44541,3619,116773,459944,117739
2023-08-31,HR,467161,95230,118281,44241,81614,147972,65514,306616,261370,-28283,191068,115362,111288,20,68,-36779,618127,2197335,1759036,1802818,0.89,3.04,-8.0,2.93,16.31,9.33,21.79,49.16,14.29,84163,6.28,41357,79909,4119,94286,854828,278141
2023-09-01,HR,442990,165617,73134,163905,73184,166374,-1007,54070,206260,47625,424217,11937,171195,21,21,201692,2225974,3850762,1659672,782649,2.92,3.39,-4.67,17.26,4.79,-4.79,79.02,23.86,18.67,218558,8.91,153533,207116,2502,58936,135025,472290
2023-09-02,HR,326296,191109,123191,153028,93547,178779,128442,330610,293383,45180,255076,127248,67543,60,34,165576,4759614,1621842,2060847,1429800,0.81,2.32,-14.61,-2.91,16.66,7.52,16.79,43.21,14.92,43752,6.9,186150,119446,3886,164645,342599,245283
2023-09-03,HR,326879,348594,183363,175960,141332,187941,-12247,271620,168043,98034,285643,137096,72885,36,67,168438,3031208,1103746,751139,545600,1.14,2.27,10.52,-18.04,4.75,12.59,23.13,20.02,35.16,486094,9.93,172298,250336,3504,120667,599466,265252
2023-09-04,HR,482753,527748,26344,89764,71193,113666,142021,107540,215014,32269,759360,173687,134270,107,13,3061,4350874,2443590,1047650,136725,0.39,2.67,25.99,12.95,12.13,19.28,11.1,40.02,38.67,371638,1.45,110450,52568,3973,29749,223329,289324
2023-09-05,HR,75057,413540,109933,120949,23455,137733,4347,261316,30956,5008,21653,123429,84838,89,112,231176,4951892,1867350,652330,109705,0.76,2.51,-19.11,45.31,4.48,1.49,30.45,44.09,32.62,377746,7.48,135425,176010,2977,117590,245237,64430
2023-09-06,HR,248321,277846,47788,47756,37649,68147,59379,333625,184670,6394,58289,99897,77557,41,35,210208,4471161,1176505,1393300,692188,2.08,1.39,-28.89,10.25,-1.81,9.11,57.58,39.37,20.17,389907,5.37,122666,151291,4159,109051,653141,144315
2023-09-07,HR,144993,342500,73426,217128,92803,156797,148048,206123,81250,58655,989008,99719,37094,40,81,102060,2117261,2456276,1366577,54874,2.12,1.42,23.15,17.97,13.08,2.19,74.65,24.99,18.33,46269,9.9,40731,75008,2939,183238,303094,57211
2023-09-08,HR,364078,69753,178888,159243,66675,180526,55669,216742,233692,63102,523751,36973,146556,119,35,-65550,1041998,113354,396856,1928549,0.68,2.45,14.46,-0.31,4.46,-4.98,44.33,15.93,11.69,178620,1.47,67008,177253,2570,60078,910630,221124
2023-09-09,HR,128695,421716,34152,222895,52326,116101,1736,265824,51493,-44063,785280,152225,176175,77,18,53257,347943,204944,213467,268826,2.23,3.28,-17.68,-7.15,-3.22,-4.96,60.45,39.1,33.57,128733,8.53,39016,258607,514,186604,163319,414441
2023-09-10,HR,110216,106837,143636,280937,25628,190238,124928,222624,292861,93280,341543,187940,150970,116,100,141174,2942714,1592391,2317849,38528,0.22,0.88,-13.4,44.05,17.49,-2.12,71.11,26.91,32.92,388918,4.73,184472,67385,4272,188681,884833,276292
2023-09-11,HR,493455,295470,171858,187393,101248,117553,115635,238300,279270,-30466,589071,83407,163145,48,71,34085,1976774,654552,2865655,142849,1.72,0.78,8.95,11.09,21.49,9.42,48.49,40.23,7.05,49549,7.01,151998,137171,3111,93780,164246,124494
2023-09-12,HR,303820,451512,145494,65866,65150,109621,122090,258757,142653,87382,521694,193670,16734,92,57,288171,1613944,916925,76205,136650,1.61,1.94,4.13,-1.68,22.49,10.98,31.83,41.49,13.97,341664,2.0,75668,207441,2792,92050,91456,317502
2023-09-13,HR,84602,219280,167944,30814,71412,24270,-17348,157714,276037,-32048,846933,72742,123912,12,51,120439,3907294,3072354,898585,35595,1.71,2.72,-5.7,34.45,17.83,19.21,56.91,30.99,28.91,289633,8.56,154275,16389,3572,134610,676080,289037
2023-09-14,HR,294723,520368,133063,118222,20144,166932,80298,265011,155746,3337,19029,131718,177926,27,29,288547,3636809,1559739,499887,1595364,1.25,1.44,-3.92,5.6,4.22,15.25,26.72,8.45,27.74,492793,3.01,48293,125038,3390,62083,571215,396374
2023-09-15,HR,376609,138624,149343,198359,90690,89108,135685,48122,299070,-17206,361775,88119,199518,55,98,-30233,1333176,1211746,751882,897157,1.34,0.7,-21.37,9.41,-5.49,18.61,50.11,21.34,11.16,467662,8.62,55541,194668,2987,198214,397611,218550
2023-09-16,HR,178303,125131,84421,191580,15035,107200,61766,253077,174280,37170,82347,189198,141748,74,101,241708,2472343,1271987,438497,981096,2.58,2.02,26.03,38.86,-0.21,18.98,14.88,6.55,7.27,494427,8.16,77220,228722,1472,174565,246463,145591
2023-09-17,HR,352132,112749,188368,273325,97831,25179,30712,338199,232936,67334,131299,51019,106451,81,99,167408,3481384,3751181,821434,896170,1.86,2.74,18.53,33.22,-8.69,4.52,75.78,39.84,37.55,410044,9.45,58176,147897,2264,110854,536165,385216
2023-09-18,HR,482819,274856,161782,231559,128831,73216,108558,317039,23158,-29781,262128,62574,78012,31,10,-55026,4429170,1890122,1181344,495328,1.0,2.26,19.57,-4.52,0.03,11.47,40.47,11.26,18.19,329460,3.11,32969,122132,3555,56316,275241,234509
2023-09-19,HR,98839,335336,57262,178453,32162,143818,126591,174333,274356,39542,721289,194500,117705,99,17,15016,1216905,50413,1147060,64178,1.43,1.78,6.86,15.86,15.58,0.68,21.88,13.66,33.18,407391,7.4,92795,49694,448,174564,99450,495298
2023-09-20,HR,370196,245722,197950,24424,108651,132482,59050,133834,223613,-17302,939247,162974,99164,48,28,-69259,2852160,1284833,1844178,406247,2.34,2.44,-7.31,3.34,8.29,11.8,66.99,13.41,28.14,404175,9.64,21901,14848,433,31815,675110,29271
2023-09-21,HR,109932,172731,45348,260925,22693,65206,55082,380870,164617,13233,747423,143035,45745,54,42,-35441,2944175,3982220,1363469,1097613,2.48,3.05,-28.87,18.61,24.87,17.39,43.0,10.69,38.52,128554,2.75,162129,110424,4474,100681,208734,413644
2023-09-22,HR,312415,336035,100858,38427,85086,108578,56776,123680,138368,8130,138804,85310,141392,105,117,195898,3198426,2382304,2928798,1041487,2.61,3.34,-0.72,12.38,2.88,-4.93,26.97,36.31,5.0,136829,3.78,95563,168980,3855,123612,229696,140381
2023-09-23,HR,58997,175503,111414,44582,120016,94938,94473,140614,299454,55266,884292,96627,120865,19,86,49459,3689168,3066046,1550020,750413,0.96,1.72,-11.41,1.37,21.89,4.12,28.08,15.54,34.22,84603,3.7,63719,197848,2239,188881,917832,142191
2023-09-24,HR,498602,371215,192730,93979,7936,47942,30286,220790,230064,40397,755502,180481,25405,117,67,160966,1734501,1010975,2345027,1349664,1.13,1.53,10.97,20.92,9.09,8.09,77.61,38.01,10.05,461054,8.39,9037,215172,436,130771,620693,133700
2023-09-25,HR,230110,371166,43132,255452,149911,147698,35091,134058,156720,12259,366501,119717,164855,49,93,50950,3292188,2352960,2918523,1743958,2.78,1.42,6.14,5.93,2.24,11.08,59.41,23.7,39.45,404488,1.04,142078,202307,4931,98758,490117,299215
2023-09-26,HR,200140,90485,197554,254150,29787,192901,113344,367513,261540,95522,716919,33886,137018,70,105,67331,4947510,3705453,1473740,40436,2.13,3.49,-27.54,24.23,-8.63,8.65,22.23,12.76,5.6,480254,5.76,114801,70177,173,42593,654772,46170
2023-09-27,HR,173088,226906,62728,186368,62874,154093,69846,383565,170378,99051,362526,70735,100345,75,27,123934,3890784,2839562,2058801,1778404,1.18,1.3,19.33,-7.33,8.03,-3.96,39.25,16.57,35.13,178978,4.94,177160,221515,1672,86995,191979,367570
2023-09-28,HR,318087,342630,176473,74721,95649,161259,122754,127923,272381,-28021,894597,129781,55939,22,81,75886,4924414,847677,2270167,1423191,1.35,2.93,-17.31,-7.43,13.38,14.22,29.24,42.46,28.16,104955,9.31,124045,157961,3243,173194,526397,427245
2023-09-29,HR,318580,456230,149480,153185,83506,25993,28713,110396,268697,20602,19851,142394,152944,17,103,134028,1066034,190463,2942058,1592830,0.49,1.53,-25.82,-5.6,16.26,-3.77,67.73,20.27,26.4,381916,6.23,8541,46755,963,69630,612551,88945
2023-09-30,HR,491320,498268,109924,226569,25580,99597,128035,56893,279021,-5183,183764,113704,73029,71,32,-65414,1455683,3377869,2480890,751532,0.81,1.64,-0.46,1.09,20.56,9.97,57.51,5.11,7.55,192123,9.19,70905,38363,409,59151,845080,198276
2023-10-01,HR,161860,371967,125027,23493,82539,15229,146003,85616,122016,23741,235665,185144,131165,82,52,152920,2905937,996523,1639484,1458593,0.95,1.13,25.17,1.91,16.8,15.36,67.63,37.91,21.07,131130,5.35,182907,294490,2910,122103,333003,54935
2023-10-02,HR,433733,482348,29577,164024,142274,92216,63259,86503,201701,12286,274979,22868,129897,88,51,262332,1687513,1177290,2233220,525078,2.86,1.06,22.18,-12.84,10.0,3.9,35.83,47.41,39.83,132912,4.71,192152,11410,2160,180208,217468,114855
2023-10-03,HR,58146,461534,60509,216730,93032,155134,119282,79310,238234,6875,567243,94902,168549,43,43,-21980,1761972,54480,1224260,314426,2.76,1.81,25.28,37.16,-6.4,14.08,16.38,36.34,32.11,263434,6.9,169676,201462,4500,125680,771325,317294
2023-10-04,HR,416469,350085,188628,19876,148227,68390,109644,231210,106181,-46539,997213,120797,44723,88,33,54357,3645481,2010794,1620566,920310,0.62,2.34,-0.18,31.1,13.55,16.32,51.02,27.11,38.24,292472,1.14,173310,229913,4150,59365,582934,48666
2023-10-05,HR,188289,528837,124893,225019,16348,99038,77732,92046,270147,36341,336427,32270,34464,70,83,149120,709541,1845502,223895,1217372,1.49,1.69,-21.64,27.44,14.65,15.47,10.41,34.1,20.04,431200,7.82,46956,239770,1901,80755,459116,273786
2023-10-06,HR,77051,322099,167508,101959,139148,84184,-1237,196070,103381,-27157,127018,97789,164378,58,23,148560,3199093,1919481,193632,1983130,0.29,3.34,20.2,14.09,10.82,-0.37,34.08,33.89,25.83,37133,5.75,61593,128392,2597,190081,448067,70909
2023-10-07,HR,60002,473029,75997,212943,132617,40532,98769,391655,254794,24597,608807,6678,166918,45,102,115236,3814184,896746,1989779,973999,0.43,1.5,-14.48,10.31,-5.77,4.28,21.6,34.92,31.33,16888,4.46,88817,103777,130,124608,598506,437632
2023-10-08,HR,84072,307367,124081,207723,75589,73090,131602,383497,131014,-31147,108365,77925,150271,56,80,-91657,390377,3031765,448871,1371399,2.47,0.94,-10.78,-11.01,11.31,7.03,49.91,38.19,22.07,62323,8.36,13439,18815,1322,145796,203889,160337
2023-10-09,HR,433222,452206,121760,193277,31723,178339,119432,388591,152418,39656,921666,62194,194076,44,94,-22863,3388936,3452803,986963,1172650,0.73,0.62,13.76,-10.33,9.65,15.2,62.46,34.35,38.32,81128,5.96,5366,188982,277,77271,55346,325147
